Idade,Felicidade,ViagemNegocios,TaxaDiaria,Area,DistanciaDaEmpresa,Educacao,AreaDeEducacao,ContagemFuncionario,NumeroCadastroFuncionario,SatisfacaoFuncionario,Genero,ValorHora,EnvolvimentoEmprego,NivelEmprego,FuncaoEmprego,SatisfacaoEmprego,EstadoConjugal,Salario,TaxaMensal,NumeroDeEmpresasTrabalhadas,AcimaDe18anos,HoraExtra,PercentAumentoSalario,TaxaPerformance,SatisfacaoRelacionamento,HorasPadrao,NivelAcoesEmpresa,TotalDeAnosTranalhados,TempoDeTreino,BalancoVidaTrabalho,AnosNaEmpresa,TempoNaAtualFuncao,AnosDesdeUltimaPromocao,AnosComOmesmoGerente
53,Não,Raramente,607,R&D,2,5,Engenharia,1,1572,3,F,78,2,3,Diretor de Area,4,Casado,10169,14618,0,Sim,Não,16,3,2,80,1,34,4,3,33,7,1,9
38,Não,Raramente,903,R&D,2,3,Computacao,1,1573,3,M,81,3,2,Diretor de Area,2,Casado,4855,7653,4,Sim,Não,11,3,1,80,2,7,2,3,5,2,1,4
32,Sim,Sem Viagens,1200,R&D,1,4,Engenharia,1,1574,4,M,62,3,2,Senior DEV,1,Casado,4087,25174,4,Sim,Não,14,3,2,80,1,9,3,2,6,5,1,2
48,Sim,Raramente,1108,R&D,15,4,Outros,1,1576,3,F,65,3,1,Senior DEV,1,Casado,2367,16530,8,Sim,Não,12,3,4,80,1,10,3,2,8,2,7,6
34,Sim,Raramente,479,R&D,7,4,Computacao,1,1577,1,M,35,3,1,Senior DEV,4,Solteiro,2972,22061,1,Sim,Não,13,3,3,80,0,1,4,1,1,0,0,0
55,Sim,Raramente,685,Vendas,26,5,Marketing,1,1578,3,M,60,2,5,Gerente,4,Casado,19586,23037,1,Sim,Não,21,4,3,80,1,36,3,3,36,6,2,13
34,Sim,Raramente,1351,R&D,1,4,Ciencias Financeiras,1,1580,2,M,45,3,2,Senior DEV,4,Casado,5484,13008,9,Sim,Não,17,3,2,80,1,9,3,2,2,2,2,1
26,Sim,Raramente,474,R&D,3,3,Ciencias Financeiras,1,1581,1,F,89,3,1,Senior DEV,4,Casado,2061,11133,1,Sim,Não,21,4,1,80,0,1,5,3,1,0,0,0
38,Sim,Raramente,1245,Vendas,14,3,Ciencias Financeiras,1,1582,3,M,80,3,2,Executivo Vendas,2,Casado,9924,12355,0,Sim,Não,11,3,4,80,1,10,3,3,9,8,7,7
38,Sim,Raramente,437,Vendas,16,3,Ciencias Financeiras,1,1583,2,F,90,3,2,Executivo Vendas,2,Solteiro,4198,16379,2,Sim,Não,12,3,2,80,0,8,5,4,3,2,1,2
36,Sim,Raramente,884,Vendas,1,4,Ciencias Financeiras,1,1585,2,F,73,3,2,Executivo Vendas,3,Solteiro,6815,21447,6,Sim,Não,13,3,1,80,0,15,5,3,1,0,0,0
29,Sim,Raramente,1370,R&D,3,1,Computacao,1,1586,2,M,87,3,1,Pleno DEV,1,Solteiro,4723,16213,1,Sim,Sim,18,3,4,80,0,10,3,3,10,9,1,5
35,Sim,Raramente,670,R&D,10,4,Computacao,1,1587,1,F,51,3,2,Analista de Negocio,3,Solteiro,6142,4223,3,Sim,Sim,16,3,3,80,0,10,4,3,5,2,0,4
39,Sim,Raramente,1462,Vendas,6,3,Computacao,1,1588,4,M,38,4,3,Executivo Vendas,3,Casado,8237,4658,2,Sim,Não,11,3,1,80,1,11,3,3,7,6,7,6
29,Sim,Frequentemente,995,R&D,2,1,Ciencias Financeiras,1,1590,1,M,87,3,2,Analista de Negocio,4,Divorciado,8853,24483,1,Sim,Não,19,3,4,80,1,6,0,4,6,4,1,3
50,Sim,Raramente,264,Vendas,9,3,Marketing,1,1591,3,M,59,3,5,Gerente,3,Casado,19331,19519,4,Sim,Sim,16,3,3,80,1,27,2,3,1,0,0,0
23,Sim,Raramente,977,R&D,10,3,Engenharia,1,1592,4,M,45,4,1,Senior DEV,3,Casado,2073,12826,2,Sim,Não,16,3,4,80,1,4,2,3,2,2,2,2
36,Sim,Frequentemente,1302,R&D,6,4,Ciencias Financeiras,1,1594,1,M,80,4,2,Pleno DEV,1,Casado,5562,19711,3,Sim,Sim,13,3,4,80,1,9,3,3,3,2,0,2
42,Sim,Raramente,1059,R&D,9,2,Outros,1,1595,4,M,93,2,5,Gerente,4,Solteiro,19613,26362,8,Sim,Não,22,4,4,80,0,24,2,3,1,0,0,1
35,Sim,Raramente,750,R&D,28,3,Ciencias Financeiras,1,1596,2,M,46,4,2,Pleno DEV,3,Casado,3407,25348,1,Sim,Não,17,3,4,80,2,10,3,2,10,9,6,8
34,Sim,Frequentemente,653,R&D,10,4,Engenharia,1,1597,4,M,92,2,2,Analista de Negocio,3,Casado,5063,15332,1,Sim,Não,14,3,2,80,1,8,3,2,8,2,7,7
40,Sim,Raramente,118,Vendas,14,2,Ciencias Financeiras,1,1598,4,F,84,3,2,Executivo Vendas,1,Casado,4639,11262,1,Sim,Não,15,3,3,80,1,5,2,3,5,4,1,2
43,Sim,Raramente,990,R&D,27,3,Engenharia,1,1599,4,M,87,4,1,Pleno DEV,2,Divorciado,4876,5855,5,Sim,Não,12,3,3,80,1,8,0,3,6,4,0,2
35,Sim,Raramente,1349,R&D,7,2,Ciencias Financeiras,1,1601,3,M,63,2,1,Pleno DEV,4,Casado,2690,7713,1,Sim,Não,18,3,4,80,1,1,5,2,1,0,0,1
46,Sim,Raramente,563,Vendas,1,4,Ciencias Financeiras,1,1602,4,M,56,4,4,Gerente,1,Solteiro,17567,3156,1,Sim,Não,15,3,2,80,0,27,5,1,26,0,0,12
28,Não,Raramente,329,R&D,24,3,Computacao,1,1604,3,M,51,3,1,Pleno DEV,2,Casado,2408,7324,1,Sim,Sim,17,3,3,80,3,1,3,3,1,1,0,0
22,Sim,Sem Viagens,457,R&D,26,2,Outros,1,1605,2,F,85,2,1,Senior DEV,3,Casado,2814,10293,1,Sim,Sim,14,3,2,80,0,4,2,2,4,2,1,3
50,Sim,Frequentemente,1234,R&D,20,5,Computacao,1,1606,2,M,41,3,4,Analista de Negocio,3,Casado,11245,20689,2,Sim,Sim,15,3,3,80,1,32,3,3,30,8,12,13
32,Sim,Raramente,634,R&D,5,4,Outros,1,1607,2,F,35,4,1,Senior DEV,4,Casado,3312,18783,3,Sim,Não,17,3,4,80,2,6,3,3,3,2,0,2
44,Sim,Raramente,1313,R&D,7,3,Computacao,1,1608,2,F,31,3,5,Scrum Master,4,Divorciado,19049,3549,0,Sim,Sim,14,3,4,80,1,23,4,2,22,7,1,10
30,Sim,Raramente,241,R&D,7,3,Computacao,1,1609,2,M,48,2,1,Senior DEV,2,Casado,2141,5348,1,Sim,Não,12,3,2,80,1,6,3,2,6,4,1,1
45,Sim,Raramente,1015,R&D,5,5,Computacao,1,1611,3,F,50,1,2,Pleno DEV,1,Solteiro,5769,23447,1,Sim,Sim,14,3,1,80,0,10,3,3,10,7,1,4
45,Sim,Sem Viagens,336,Vendas,26,3,Marketing,1,1612,1,M,52,2,2,Executivo Vendas,1,Casado,4385,24162,1,Sim,Não,15,3,1,80,1,10,2,3,10,7,4,5
31,Sim,Frequentemente,715,Vendas,2,4,Outros,1,1613,4,M,54,3,2,Executivo Vendas,1,Solteiro,5332,21602,7,Sim,Não,13,3,4,80,0,10,3,3,5,2,0,3
36,Sim,Raramente,559,R&D,12,4,Ciencias Financeiras,1,1614,3,F,76,3,2,Diretor de Area,3,Casado,4663,12421,9,Sim,Sim,12,3,2,80,2,7,2,3,3,2,1,1
34,Sim,Frequentemente,426,R&D,10,4,Ciencias Financeiras,1,1615,3,M,42,4,2,Diretor de Area,4,Divorciado,4724,17000,1,Sim,Não,13,3,1,80,1,9,3,3,9,7,7,2
49,Sim,Raramente,722,R&D,25,4,Ciencias Financeiras,1,1617,3,F,84,3,1,Pleno DEV,1,Casado,3211,22102,1,Sim,Não,14,3,4,80,1,10,3,2,9,6,1,4
39,Sim,Raramente,1387,R&D,10,5,Computacao,1,1618,2,M,76,3,2,Diretor de Area,1,Casado,5377,3835,2,Sim,Não,13,3,4,80,3,10,3,3,7,7,7,7
27,Sim,Raramente,1302,R&D,19,3,Outros,1,1619,4,M,67,2,1,Pleno DEV,1,Divorciado,4066,16290,1,Sim,Não,11,3,1,80,2,7,3,3,7,7,0,7
35,Sim,Raramente,819,R&D,18,5,Ciencias Financeiras,1,1621,2,M,48,4,2,Senior DEV,1,Casado,5208,26312,1,Sim,Não,11,3,4,80,0,16,2,3,16,15,1,10
28,Sim,Raramente,580,R&D,27,3,Computacao,1,1622,2,F,39,1,2,Diretor de Area,1,Divorciado,4877,20460,0,Sim,Não,21,4,2,80,1,6,5,2,5,3,0,0
21,Sim,Raramente,546,R&D,5,1,Computacao,1,1623,3,M,97,3,1,Senior DEV,4,Solteiro,3117,26009,1,Sim,Não,18,3,3,80,0,3,2,3,2,2,2,2
18,Não,Frequentemente,544,Vendas,3,2,Computacao,1,1624,2,F,70,3,1,Representante de Vendas,4,Solteiro,1569,18420,1,Sim,Sim,12,3,3,80,0,0,2,4,0,0,0,0
47,Sim,Raramente,1176,RH,26,4,Ciencias Financeiras,1,1625,4,F,98,3,5,Gerente,3,Casado,19658,5220,3,Sim,Não,11,3,3,80,1,27,2,3,5,2,1,0
39,Sim,Raramente,170,R&D,3,2,Computacao,1,1627,3,M,76,2,2,Pleno DEV,3,Divorciado,3069,10302,0,Sim,Não,15,3,4,80,1,11,3,3,10,8,0,7
40,Sim,Raramente,884,R&D,15,3,Ciencias Financeiras,1,1628,1,F,80,2,3,Diretor de Area,3,Casado,10435,25800,1,Sim,Não,13,3,4,80,2,18,2,3,18,15,14,12
35,Sim,Sem Viagens,208,R&D,8,4,Ciencias Financeiras,1,1630,3,F,52,3,2,Analista de Negocio,3,Casado,4148,12250,1,Sim,Não,12,3,4,80,1,15,5,3,14,11,2,9
37,Sim,Raramente,671,R&D,19,3,Ciencias Financeiras,1,1631,3,M,85,3,2,Diretor de Area,3,Casado,5768,26493,3,Sim,Não,17,3,1,80,3,9,2,2,4,3,0,2
39,Sim,Frequentemente,711,R&D,4,3,Computacao,1,1633,1,F,81,3,2,Diretor de Area,3,Solteiro,5042,3140,0,Sim,Não,13,3,4,80,0,10,2,1,9,2,3,8
45,Sim,Raramente,1329,R&D,2,2,Outros,1,1635,4,F,59,2,2,Diretor de Area,4,Divorciado,5770,5388,1,Sim,Não,19,3,1,80,2,10,3,3,10,7,3,9
38,Sim,Raramente,397,R&D,2,2,Computacao,1,1638,4,F,54,2,3,Diretor de Area,3,Casado,7756,14199,3,Sim,Sim,19,3,4,80,1,10,6,4,5,4,0,2
35,Não,Raramente,737,Vendas,10,3,Computacao,1,1639,4,M,55,2,3,Executivo Vendas,1,Casado,10306,21530,9,Sim,Não,17,3,3,80,0,15,3,3,13,12,6,0
37,Sim,Raramente,1470,R&D,10,3,Computacao,1,1640,2,F,71,3,1,Senior DEV,2,Casado,3936,9953,1,Sim,Não,11,3,1,80,1,8,2,1,8,4,7,7
40,Sim,Raramente,448,R&D,16,3,Ciencias Financeiras,1,1641,3,F,84,3,3,Diretor de Area,4,Solteiro,7945,19948,6,Sim,Sim,15,3,4,80,0,18,2,2,4,2,3,3
44,Sim,Frequentemente,602,RH,1,5,Ciencias Humanas,1,1642,1,M,37,3,2,Analista de RH,4,Casado,5743,10503,4,Sim,Sim,11,3,3,80,0,14,3,3,10,7,0,2
48,Sim,Frequentemente,365,R&D,4,5,Computacao,1,1644,3,M,89,2,4,Gerente,4,Casado,15202,5602,2,Sim,Não,25,4,2,80,1,23,3,3,2,2,2,2
35,Não,Raramente,763,Vendas,15,2,Computacao,1,1645,1,M,59,1,2,Executivo Vendas,4,Divorciado,5440,22098,6,Sim,Sim,14,3,4,80,2,7,2,2,2,2,2,2
24,Sim,Frequentemente,567,R&D,2,1,Engenharia,1,1646,1,F,32,3,1,Senior DEV,4,Solteiro,3760,17218,1,Sim,Sim,13,3,3,80,0,6,2,3,6,3,1,3
27,Sim,Raramente,486,R&D,8,3,Computacao,1,1647,2,F,86,4,1,Senior DEV,3,Casado,3517,22490,7,Sim,Não,17,3,1,80,0,5,0,3,3,2,0,2
27,Sim,Frequentemente,591,R&D,2,3,Computacao,1,1648,4,M,87,3,1,Senior DEV,4,Solteiro,2580,6297,2,Sim,Não,13,3,3,80,0,6,0,2,4,2,1,2
40,Não,Raramente,1329,R&D,7,3,Ciencias Financeiras,1,1649,1,M,73,3,1,Pleno DEV,1,Solteiro,2166,3339,3,Sim,Sim,14,3,2,80,0,10,3,1,4,2,0,3
29,Sim,Raramente,469,Vendas,10,3,Computacao,1,1650,3,M,42,2,2,Executivo Vendas,3,Solteiro,5869,23413,9,Sim,Não,11,3,3,80,0,8,2,3,5,2,1,4
36,Sim,Raramente,711,R&D,5,4,Ciencias Financeiras,1,1651,2,F,42,3,3,Analista de Negocio,1,Casado,8008,22792,4,Sim,Não,12,3,3,80,2,9,6,3,3,2,0,2
25,Sim,Frequentemente,772,R&D,2,1,Ciencias Financeiras,1,1653,4,M,77,4,2,Diretor de Area,3,Divorciado,5206,4973,1,Sim,Não,17,3,3,80,2,7,6,3,7,7,0,7
39,Sim,Raramente,492,R&D,12,3,Computacao,1,1654,4,M,66,3,2,Diretor de Area,2,Casado,5295,7693,4,Sim,Não,21,4,3,80,0,7,3,3,5,4,1,0
49,Sim,Raramente,301,R&D,22,4,Outros,1,1655,1,F,72,3,4,Scrum Master,2,Casado,16413,3498,3,Sim,Não,16,3,2,80,2,27,2,3,4,2,1,2
50,Sim,Raramente,813,R&D,17,5,Ciencias Financeiras,1,1656,4,F,50,2,3,Scrum Master,1,Divorciado,13269,21981,5,Sim,Não,15,3,3,80,3,19,3,3,14,11,1,11
20,Sim,Raramente,1141,Vendas,2,3,Computacao,1,1657,3,F,31,3,1,Representante de Vendas,3,Solteiro,2783,13251,1,Sim,Não,19,3,1,80,0,2,3,3,2,2,2,2
34,Sim,Raramente,1130,R&D,3,3,Ciencias Financeiras,1,1658,4,F,66,3,2,Senior DEV,2,Divorciado,5433,19332,1,Sim,Não,12,3,3,80,1,11,2,3,11,8,7,9
36,Sim,Raramente,311,R&D,7,3,Ciencias Financeiras,1,1659,1,M,77,3,1,Pleno DEV,2,Solteiro,2013,10950,2,Sim,Não,11,3,3,80,0,15,4,3,4,3,1,3
49,Sim,Raramente,465,R&D,6,1,Ciencias Financeiras,1,1661,3,F,41,2,4,Analista de Negocio,3,Casado,13966,11652,2,Sim,Sim,19,3,2,80,1,30,3,3,15,11,2,12
36,Sim,Sem Viagens,894,R&D,1,4,Computacao,1,1662,4,F,33,2,2,Diretor de Area,3,Casado,4374,15411,0,Sim,Não,15,3,3,80,0,4,6,3,3,2,1,2
36,Sim,Raramente,1040,R&D,3,2,Ciencias Financeiras,1,1664,4,M,79,4,2,Analista de Negocio,1,Divorciado,6842,26308,6,Sim,Não,20,4,1,80,1,13,3,3,5,4,0,4
54,Sim,Raramente,584,R&D,22,5,Computacao,1,1665,2,F,91,3,4,Gerente,3,Casado,17426,18685,3,Sim,Não,25,4,3,80,1,36,6,3,10,8,4,7
43,Sim,Raramente,1291,R&D,15,2,Ciencias Financeiras,1,1666,3,M,65,2,4,Scrum Master,3,Casado,17603,3525,1,Sim,Não,24,4,1,80,1,14,3,3,14,10,6,11
35,Não,Frequentemente,880,Vendas,12,4,Outros,1,1667,4,M,36,3,2,Executivo Vendas,4,Solteiro,4581,10414,3,Sim,Sim,24,4,1,80,0,13,2,4,11,9,6,7
38,Sim,Frequentemente,1189,R&D,1,3,Ciencias Financeiras,1,1668,4,M,90,3,2,Senior DEV,4,Casado,4735,9867,7,Sim,Não,15,3,4,80,2,19,4,4,13,11,2,9
29,Sim,Raramente,991,Vendas,5,3,Computacao,1,1669,1,M,43,2,2,Executivo Vendas,2,Divorciado,4187,3356,1,Sim,Sim,13,3,2,80,1,10,3,2,10,0,0,9
33,Sim,Raramente,392,Vendas,2,4,Computacao,1,1670,4,M,93,3,2,Executivo Vendas,4,Divorciado,5505,3921,1,Sim,Não,14,3,3,80,2,6,5,3,6,2,0,4
32,Sim,Raramente,977,R&D,2,3,Computacao,1,1671,4,M,45,3,2,Senior DEV,2,Divorciado,5470,25518,0,Sim,Não,13,3,3,80,2,10,4,2,9,5,1,6
31,Sim,Raramente,1112,Vendas,5,4,Ciencias Financeiras,1,1673,1,F,67,3,2,Executivo Vendas,4,Casado,5476,22589,1,Sim,Não,11,3,1,80,2,10,2,3,10,0,0,2
49,Sim,Raramente,464,R&D,16,3,Computacao,1,1674,4,F,74,3,1,Pleno DEV,1,Divorciado,2587,24941,4,Sim,Sim,16,3,2,80,1,17,2,2,2,2,2,2
38,Sim,Frequentemente,148,R&D,2,3,Computacao,1,1675,4,F,42,2,1,Pleno DEV,2,Solteiro,2440,23826,1,Sim,Não,22,4,2,80,0,4,3,3,4,3,3,3
47,Sim,Raramente,1225,Vendas,2,4,Ciencias Financeiras,1,1676,2,F,47,4,4,Gerente,2,Divorciado,15972,21086,6,Sim,Não,14,3,3,80,3,29,2,3,3,2,1,2
49,Sim,Raramente,809,R&D,1,3,Ciencias Financeiras,1,1677,3,M,36,3,4,Gerente,3,Solteiro,15379,22384,4,Sim,Não,14,3,1,80,0,23,2,3,8,7,0,0
41,Sim,Raramente,1206,Vendas,23,2,Ciencias Financeiras,1,1678,4,M,80,3,3,Executivo Vendas,3,Solteiro,7082,11591,3,Sim,Sim,16,3,4,80,0,21,2,3,2,0,0,2
20,Sim,Raramente,727,Vendas,9,1,Ciencias Financeiras,1,1680,4,M,54,3,1,Representante de Vendas,1,Solteiro,2728,21082,1,Sim,Não,11,3,1,80,0,2,3,3,2,2,0,2
33,Sim,Sem Viagens,530,Vendas,16,3,Ciencias Financeiras,1,1681,3,F,36,3,2,Executivo Vendas,4,Divorciado,5368,16130,1,Sim,Sim,25,4,3,80,1,7,2,3,6,5,1,2
36,Sim,Raramente,1351,R&D,26,4,Ciencias Financeiras,1,1682,1,M,80,3,2,Analista de Negocio,3,Casado,5347,7419,6,Sim,Não,14,3,2,80,2,10,2,2,3,2,0,2
44,Sim,Raramente,528,RH,1,3,Ciencias Financeiras,1,1683,3,F,44,3,1,Analista de RH,4,Divorciado,3195,4167,4,Sim,Sim,18,3,1,80,3,8,2,3,2,2,2,2
23,Não,Raramente,1320,R&D,8,1,Computacao,1,1684,4,M,93,2,1,Pleno DEV,3,Solteiro,3989,20586,1,Sim,Sim,11,3,1,80,0,5,2,3,5,4,1,2
38,Sim,Raramente,1495,R&D,4,2,Computacao,1,1687,4,F,87,3,1,Pleno DEV,3,Casado,3306,26176,7,Sim,Não,19,3,4,80,1,7,5,2,0,0,0,0
53,Sim,Raramente,1395,R&D,24,4,Computacao,1,1689,2,M,48,4,3,Analista de Negocio,4,Casado,7005,3458,3,Sim,Não,15,3,3,80,0,11,2,3,4,3,1,2
48,Não,Frequentemente,708,Vendas,7,2,Computacao,1,1691,4,F,95,3,1,Representante de Vendas,3,Casado,2655,11740,2,Sim,Sim,11,3,3,80,2,19,3,3,9,7,7,7
32,Não,Raramente,1259,R&D,2,4,Ciencias Financeiras,1,1692,4,M,95,3,1,Pleno DEV,2,Solteiro,1393,24852,1,Sim,Não,12,3,1,80,0,1,2,3,1,0,0,0
26,Sim,Sem Viagens,786,R&D,7,3,Computacao,1,1693,4,M,76,3,1,Pleno DEV,4,Solteiro,2570,11925,1,Sim,Não,20,4,3,80,0,7,5,3,7,7,5,7
55,Sim,Raramente,1441,R&D,22,3,Engenharia,1,1694,1,M,94,2,1,Senior DEV,2,Divorciado,3537,23737,5,Sim,Não,12,3,4,80,1,8,1,3,4,2,1,2
34,Sim,Raramente,1157,R&D,5,2,Computacao,1,1696,2,M,57,2,2,Pleno DEV,4,Casado,3986,11912,1,Sim,Não,14,3,3,80,1,15,3,4,15,10,4,13
60,Sim,Raramente,370,R&D,1,4,Computacao,1,1697,3,M,92,1,3,Analista de Negocio,4,Divorciado,10883,20467,3,Sim,Não,20,4,3,80,1,19,2,4,1,0,0,0
33,Sim,Raramente,267,R&D,21,3,Computacao,1,1698,2,M,79,4,1,Pleno DEV,2,Casado,2028,13637,1,Sim,Não,18,3,4,80,3,14,6,3,14,11,2,13
37,Sim,Frequentemente,1278,Vendas,1,4,Computacao,1,1700,3,M,31,1,2,Executivo Vendas,4,Divorciado,9525,7677,1,Sim,Não,14,3,3,80,2,6,2,2,6,3,1,3
34,Sim,Raramente,678,R&D,19,3,Ciencias Financeiras,1,1701,2,F,35,2,1,Senior DEV,4,Casado,2929,20338,1,Sim,Não,12,3,2,80,0,10,3,3,10,9,8,7
23,Não,Raramente,427,Vendas,7,3,Ciencias Financeiras,1,1702,3,M,99,3,1,Representante de Vendas,4,Divorciado,2275,25103,1,Sim,Sim,21,4,2,80,1,3,2,3,3,2,0,2
44,Sim,Raramente,921,R&D,2,3,Ciencias Financeiras,1,1703,3,F,96,4,3,Analista de Negocio,4,Casado,7879,14810,1,Sim,Sim,19,3,2,80,1,9,2,3,8,7,6,7
35,Sim,Frequentemente,146,R&D,2,4,Computacao,1,1704,1,M,79,2,1,Senior DEV,4,Solteiro,4930,13970,0,Sim,Sim,14,3,3,80,0,6,2,4,5,4,1,4
43,Sim,Raramente,1179,Vendas,2,3,Computacao,1,1706,4,M,73,3,2,Executivo Vendas,4,Casado,7847,6069,1,Sim,Sim,17,3,1,80,1,10,3,3,10,9,8,8
24,Sim,Raramente,581,R&D,9,3,Computacao,1,1707,3,M,62,4,1,Senior DEV,3,Casado,4401,17616,1,Sim,Não,16,3,4,80,1,5,1,3,5,3,0,4
41,Sim,Raramente,918,Vendas,6,3,Marketing,1,1708,4,M,35,3,3,Executivo Vendas,3,Solteiro,9241,15869,1,Sim,Não,12,3,2,80,0,10,3,3,10,8,8,7
29,Sim,Raramente,1082,R&D,9,4,Computacao,1,1709,4,F,43,3,1,Pleno DEV,3,Casado,2974,25412,9,Sim,Não,17,3,3,80,1,9,2,3,5,3,1,2
36,Sim,Raramente,530,Vendas,2,4,Ciencias Financeiras,1,1710,3,F,51,3,2,Representante de Vendas,4,Solteiro,4502,7439,3,Sim,Não,15,3,3,80,0,17,2,2,13,7,6,7
45,Sim,Sem Viagens,1238,R&D,1,1,Ciencias Financeiras,1,1712,3,M,74,2,3,Analista de Negocio,3,Casado,10748,3395,3,Sim,Não,23,4,4,80,1,25,3,2,23,15,14,4
24,Não,Raramente,240,RH,22,1,Ciencias Humanas,1,1714,4,M,58,1,1,Analista de RH,3,Casado,1555,11585,1,Sim,Não,11,3,3,80,1,1,2,3,1,0,0,0
47,Não,Frequentemente,1093,Vendas,9,3,Ciencias Financeiras,1,1716,3,M,82,1,4,Executivo Vendas,3,Casado,12936,24164,7,Sim,Não,11,3,3,80,0,25,3,1,23,5,14,10
26,Sim,Raramente,390,R&D,17,4,Computacao,1,1718,4,M,62,1,1,Pleno DEV,3,Casado,2305,6217,1,Sim,Não,15,3,3,80,3,3,3,4,3,2,0,2
45,Sim,Raramente,1005,R&D,28,2,Engenharia,1,1719,4,F,48,2,4,Scrum Master,2,Solteiro,16704,17119,1,Sim,Não,11,3,3,80,0,21,2,3,21,6,8,6
32,Sim,Frequentemente,585,R&D,10,3,Ciencias Financeiras,1,1720,1,M,56,3,1,Senior DEV,3,Casado,3433,17360,6,Sim,Não,13,3,1,80,1,10,3,2,5,2,1,3
31,Sim,Raramente,741,R&D,2,4,Ciencias Financeiras,1,1721,2,M,69,3,1,Pleno DEV,3,Casado,3477,18103,1,Sim,Não,14,3,4,80,1,6,2,4,5,2,0,3
41,Sim,Sem Viagens,552,RH,4,3,Ciencias Humanas,1,1722,3,M,60,1,2,Analista de RH,2,Casado,6430,20794,6,Sim,Não,19,3,2,80,1,10,4,3,3,2,1,2
40,Sim,Raramente,369,R&D,8,2,Ciencias Financeiras,1,1724,2,F,92,3,2,Diretor de Area,1,Casado,6516,5041,2,Sim,Sim,16,3,2,80,1,18,3,3,1,0,0,0
24,Sim,Raramente,506,R&D,29,1,Computacao,1,1725,2,M,91,3,1,Pleno DEV,1,Divorciado,3907,3622,1,Sim,Não,13,3,2,80,3,6,2,4,6,2,1,2
46,Sim,Raramente,717,R&D,13,4,Ciencias Financeiras,1,1727,3,M,34,3,2,Analista de Negocio,2,Solteiro,5562,9697,6,Sim,Não,14,3,4,80,0,19,3,3,10,7,0,9
35,Sim,Raramente,1370,R&D,27,4,Ciencias Financeiras,1,1728,4,M,49,3,2,Diretor de Area,3,Casado,6883,5151,2,Sim,Não,16,3,2,80,1,17,3,3,7,7,0,7
30,Sim,Raramente,793,R&D,16,1,Ciencias Financeiras,1,1729,2,M,33,3,1,Senior DEV,4,Casado,2862,3811,1,Sim,Não,12,3,2,80,1,10,2,2,10,0,0,8
47,Sim,Sem Viagens,543,Vendas,2,4,Marketing,1,1731,3,M,87,3,2,Executivo Vendas,2,Casado,4978,3536,7,Sim,Não,11,3,4,80,1,4,3,1,1,0,0,0
46,Sim,Raramente,1277,Vendas,2,3,Ciencias Financeiras,1,1732,3,M,74,3,3,Executivo Vendas,4,Divorciado,10368,5596,4,Sim,Sim,12,3,2,80,1,13,5,2,10,6,0,3
36,Não,Raramente,1456,Vendas,13,5,Marketing,1,1733,2,M,96,2,2,Executivo Vendas,1,Divorciado,6134,8658,5,Sim,Sim,13,3,2,80,3,16,3,3,2,2,2,2
32,Não,Raramente,964,Vendas,1,2,Ciencias Financeiras,1,1734,1,M,34,1,2,Executivo Vendas,2,Solteiro,6735,12147,6,Sim,Não,15,3,2,80,0,10,2,3,0,0,0,0
23,Sim,Raramente,160,R&D,4,1,Computacao,1,1735,3,F,51,3,1,Pleno DEV,2,Solteiro,3295,12862,1,Sim,Não,13,3,3,80,0,3,3,1,3,2,1,2
31,Sim,Frequentemente,163,R&D,24,1,Engenharia,1,1736,4,F,30,3,2,Diretor de Area,4,Solteiro,5238,6670,2,Sim,Não,20,4,4,80,0,9,3,2,5,4,1,4
39,Sim,Sem Viagens,792,R&D,1,3,Ciencias Financeiras,1,1737,4,M,77,3,2,Pleno DEV,4,Casado,6472,8989,1,Sim,Sim,15,3,4,80,1,9,2,3,9,8,5,8
32,Sim,Raramente,371,Vendas,19,3,Ciencias Financeiras,1,1739,4,M,80,1,3,Executivo Vendas,3,Casado,9610,3840,3,Sim,Não,13,3,3,80,1,10,2,1,4,3,0,2
40,Sim,Raramente,611,Vendas,7,4,Computacao,1,1740,2,M,88,3,5,Gerente,2,Solteiro,19833,4349,1,Sim,Não,14,3,2,80,0,21,3,2,21,8,12,8
45,Sim,Raramente,176,RH,4,3,Ciencias Financeiras,1,1744,3,F,56,1,3,Analista de RH,3,Casado,9756,6595,4,Sim,Não,21,4,3,80,2,9,2,4,5,0,0,3
30,Sim,Frequentemente,1312,R&D,2,4,Engenharia,1,1745,4,F,78,2,1,Senior DEV,1,Solteiro,4968,26427,0,Sim,Não,16,3,4,80,0,10,2,3,9,7,0,7
24,Sim,Frequentemente,897,RH,10,3,Computacao,1,1746,1,M,59,3,1,Analista de RH,4,Casado,2145,2097,0,Sim,Não,14,3,4,80,1,3,2,3,2,2,2,1
30,Não,Frequentemente,600,RH,8,3,Ciencias Humanas,1,1747,3,F,66,2,1,Analista de RH,4,Divorciado,2180,9732,6,Sim,Não,11,3,3,80,1,6,0,2,4,2,1,2
31,Sim,Raramente,1003,Vendas,5,3,Engenharia,1,1749,1,M,51,3,2,Executivo Vendas,3,Casado,8346,20943,1,Sim,Não,19,3,3,80,1,6,3,3,5,2,0,2
27,Sim,Raramente,1054,R&D,8,3,Computacao,1,1751,3,F,67,3,1,Senior DEV,4,Solteiro,3445,6152,1,Sim,Não,11,3,3,80,0,6,5,2,6,2,1,4
